recstat,inout,trhsloc,typeofid,explnstp,othpers,sumissue,offunif,officrid,frisked,searched,contrabn,pistol,riflshot,asltweap,knifcuti,othrweap,radio,ac_rept,ac_inves,rf_vcrim,rf_othsw,ac_proxm,rf_attir,cs_objcs,cs_descr,cs_casng,cs_lkout,rf_vcact,cs_cloth,cs_drgtr,ac_evasv,ac_assoc,cs_furtv,rf_rfcmp,ac_cgdir,rf_verbl,cs_vcrim,cs_bulge,cs_other,ac_incid,ac_time,rf_knowl,ac_stsnd,ac_other,sb_hdobj,sb_outln,sb_admis,sb_other,rf_furt,rf_bulg,offverb,offshld,sex,race,haircolr,eyecolor,build,addrtyp,city,sector,beat,dettypcm,month,year,meters,age,arstmade_cod,violencia
1,I,H,R,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BK,T,L,MANHATTAN,P,15,CM,7,2010,1.7272,39,0,0
A,O,P,P,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BROOKLYN,H,U,CM,12,2010,1.7018,21,0,0
A,O,P,P,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,M,B,BK,BR,M,L,QUEENS,N,U,CM,1,2010,1.8288,24,0,1
A,O,P,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,P,BA,BR,M,L,BRONX,H,4,CM,5,2010,1.7272,57,0,0
1,I,H,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,F,Q,BR,BR,T,L,BRONX,J,18,CM,11,2010,1.6510000000000002,16,0,0
1,O,P,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BR,BR,T,L,BROOKLYN,N,13,CM,8,2010,1.7272,19,0,0
A,O,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,H,L,BROOKLYN,J,U,CM,12,2010,1.8542,50,0,1
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,M,A,BR,BR,M,L,QUEENS,H,U,CM,10,2010,1.7272,25,0,0
A,O,P,V,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BK,BK,M,L,BROOKLYN,I,U,CM,8,2010,1.778,38,0,0
1,O,H,R,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,M,W,BK,BR,M,L,MANHATTAN,D,U,CM,4,2010,1.7272,30,0,0
1,I,T,P,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,M,A,BK,BR,H,L,BROOKLYN,F,U,CM,10,2010,1.7272,22,0,0
1,I,T,P,Y,N,N,N,N,Y,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,Y,M,Q,BK,BR,T,L,MANHATTAN,D,U,CM,2,2010,1.6510000000000002,17,1,1
1,I,H,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BROOKLYN,I,9,CM,1,2010,1.8034,19,0,0
A,O,P,P,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,M,B,BK,BR,H,L,BRONX,E,9,CM,12,2010,2.0828,20,0,0
A,I,P,P,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BROOKLYN,D,U,CM,1,2010,1.6510000000000002,16,0,0
A,O,P,P,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,M,Q,BA,BR,H,L,BRONX,G,7,CM,2,2010,1.7018,43,0,1
A,I,P,P,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BROOKLYN,J,24,CM,4,2010,1.778,28,0,0
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BL,BR,M,L,QUEENS,M,U,CM,5,2010,1.7272,34,0,1
A,I,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,P,BK,BR,M,L,BRONX,B,5,CM,10,2010,1.8288,32,1,1
A,O,P,V,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,M,P,XX,XX,M,L,BROOKLYN,C,7,CM,4,2010,1.778,24,0,1
1,I,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,F,W,BR,BR,M,L,STATEN IS,B,U,CM,6,2010,1.7272,48,0,0
A,O,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,T,L,BROOKLYN,G,U,CM,10,2010,1.6510000000000002,29,0,1
A,O,P,V,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,T,L,BRONX,A,3,CM,11,2010,1.7526000000000002,22,0,1
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,T,L,QUEENS,G,U,CM,11,2010,1.7272,36,0,1
A,O,P,P,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,M,W,BR,BR,T,L,QUEENS,E,U,CM,5,2010,1.6764,17,0,0
A,I,P,V,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,M,B,BK,BR,M,L,BRONX,H,4,CM,5,2010,1.7272,15,0,1
1,O,H,V,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,Q,BK,BR,T,L,BRONX,E,4,CM,8,2010,1.7018,19,0,0
A,O,P,V,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,Y,Y,M,Q,BK,BR,M,L,BROOKLYN,B,U,CM,4,2010,1.7526000000000002,31,1,1
1,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,P,BK,BR,T,L,BRONX,C,13,CM,6,2010,1.7272,65,0,0
1,O,H,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,M,B,BK,BR,T,L,QUEENS,C,U,CM,9,2010,1.7018,15,0,0
1,O,P,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,T,L,BROOKLYN,H,10,CM,3,2010,1.8542,25,0,0
1,O,P,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,Q,BK,BR,M,L,QUEENS,A,1,CM,11,2010,1.6510000000000002,28,0,0
1,I,T,V,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,M,B,BK,BR,T,L,MANHATTAN,E,13,CM,1,2010,1.6764,49,0,0
1,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,M,L,BROOKLYN,J,10,CM,11,2010,1.778,45,0,1
A,O,P,P,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,M,Q,BR,BR,M,L,QUEENS,K,U,CM,1,2010,1.6764,31,0,0
A,O,P,P,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,M,Q,BR,BR,T,L,BROOKLYN,B,11,CM,7,2010,1.7018,21,0,0
A,O,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,T,L,BROOKLYN,E,U,CM,5,2010,1.6510000000000002,15,0,0
1,O,H,P,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,M,B,BK,BR,H,L,MANHATTAN,D,U,CM,10,2010,1.8796,42,1,1
A,O,P,V,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,I,BK,BR,M,L,QUEENS,F,U,CM,12,2010,1.7018,20,0,0
A,O,P,P,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,M,P,BK,BR,M,L,QUEENS,E,U,CM,10,2010,1.7272,14,0,0
A,O,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BK,BR,M,L,BRONX,P,U,CM,8,2010,1.7272,20,0,1
A,O,P,V,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,Q,BK,BR,M,L,BROOKLYN,D,U,CM,1,2010,1.6002,16,0,0
1,I,H,P,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,P,BR,BR,M,L,MANHATTAN,A,1,CM,8,2010,1.7526000000000002,20,1,0
1,I,T,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BK,M,L,QUEENS,B,U,CM,5,2010,1.7272,16,0,0
1,O,H,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,QUEENS,H,12,CM,7,2010,1.7272,42,0,0
A,O,P,P,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,M,B,BK,BR,M,L,MANHATTAN,D,U,CM,10,2010,1.8034,28,0,0
A,O,P,P,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,M,B,BK,BR,T,L,BROOKLYN,C,U,CM,2,2010,1.8288,44,0,0
A,O,P,V,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,M,B,BK,BR,U,L,QUEENS,D,U,CM,7,2010,1.6764,17,0,1
A,I,P,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BRONX,B,U,CM,6,2010,1.6764,42,1,0
A,O,P,P,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,M,Q,BK,BR,M,L,BROOKLYN,C,U,CM,1,2010,1.7526000000000002,33,0,0
1,O,P,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,Q,BK,BR,M,L,BRONX,E,U,CM,5,2010,2.1082,26,0,1
A,O,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,P,BK,BR,M,L,QUEENS,H,U,CM,3,2010,1.8542,19,0,1
A,O,P,P,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,Y,M,B,BK,BR,T,L,QUEENS,I,U,CM,12,2010,1.8288,20,0,0
1,O,P,P,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,M,Q,BK,BR,M,L,MANHATTAN,H,U,CM,12,2010,1.9304,33,0,0
A,I,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,M,Q,GY,BR,T,L,BRONX,M,U,CM,8,2010,1.7018,63,0,0
A,O,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,W,BL,BR,T,L,BROOKLYN,F,6,CM,7,2010,1.7526000000000002,17,0,0
A,O,P,V,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,M,W,BK,BK,T,L,QUEENS,B,U,CM,10,2010,1.7272,32,0,0
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,Q,BK,BR,T,L,QUEENS,I,U,CM,4,2010,1.7018,18,0,0
A,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BROOKLYN,H,11,CM,9,2010,1.6764,25,0,0
A,O,P,P,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,M,W,BK,BK,M,L,QUEENS,I,U,CM,5,2010,1.6510000000000002,42,0,0
A,O,P,P,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,M,P,BK,BR,T,L,MANHATTAN,C,3,CM,8,2010,1.7272,25,0,0
A,I,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BROOKLYN,I,22,CM,4,2010,1.8034,30,0,1
A,O,P,V,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BROOKLYN,G,2,CM,9,2010,1.6764,15,0,0
1,O,P,V,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,Y,N,Y,Y,M,B,BR,BR,M,L,MANHATTAN,C,U,CM,3,2010,1.8542,45,1,1
1,O,H,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,Q,BR,BR,M,L,BROOKLYN,G,2,CM,6,2010,1.7526000000000002,38,0,0
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,M,B,BR,BR,M,L,BROOKLYN,G,U,CM,9,2010,1.8034,35,0,1
A,O,P,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,T,L,BROOKLYN,U,U,CM,3,2010,1.778,20,0,1
A,I,P,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,M,Q,BR,BR,M,L,QUEENS,B,4,CM,12,2010,1.778,30,0,0
1,I,T,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BR,BR,M,L,MANHATTAN,A,U,CM,5,2010,1.7526000000000002,21,0,0
1,O,H,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,MANHATTAN,H,U,CM,11,2010,1.7018,54,0,0
1,O,P,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Z,Z,BK,BR,M,L,BROOKLYN,G,U,CM,11,2010,1.7272,26,0,0
A,O,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,B,BR,BR,M,L,MANHATTAN,B,U,CM,4,2010,1.8542,33,0,0
A,O,P,P,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,M,B,BK,BR,T,L,BROOKLYN,B,U,CM,11,2010,1.8288,22,0,0
A,I,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,M,W,BR,BR,M,L,BROOKLYN,P,9,CM,7,2010,1.778,33,1,0
A,O,P,V,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BROOKLYN,A,U,CM,11,2010,1.7526000000000002,17,0,0
A,O,P,V,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,M,Q,BK,BR,M,L,QUEENS,H,U,CM,1,2010,1.6510000000000002,34,0,0
A,O,P,P,Y,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,Y,N,Y,Y,M,B,BK,BR,T,L,BROOKLYN,G,15,CM,3,2010,1.778,26,1,0
A,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,M,W,BL,HA,M,L,STATEN IS,I,U,CM,9,2010,1.8542,22,0,0
A,O,P,P,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,M,P,BK,BR,T,L,QUEENS,A,U,CM,5,2010,1.6764,19,0,1
A,O,P,P,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,M,W,BR,BL,M,L,QUEENS,I,U,CM,3,2010,1.8034,17,0,0
A,O,P,P,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,M,Q,BR,BR,M,L,QUEENS,A,U,CM,9,2010,1.8034,37,0,0
A,O,P,P,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,M,P,BK,BK,T,L,MANHATTAN,C,8,CM,6,2010,1.8034,20,0,1
A,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BK,M,L,MANHATTAN,H,U,CM,8,2010,1.8796,42,0,0
A,O,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,T,L,BRONX,G,1,CM,4,2010,1.7018,17,0,0
1,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,Q,BK,BR,H,L,BRONX,D,6,CM,6,2010,1.7526000000000002,23,0,0
